sku,product_name,collection,family_id,product_type,domain,category,subcategory,raw_description,raw_catalogue_text,mrp,currency,tax_included,price_note,finish_code,finish_name,colour_name,colour_family,appearance_notes,dimension_raw,width_mm,depth_mm,height_mm,diameter_mm,length_mm,min_width_mm,max_width_mm,min_depth_mm,max_depth_mm,min_height_mm,max_height_mm,dimension_type,trap_type,rough_in_mm,toilet_configuration,flush_type,seat_included,bidet_function,smart_features,basin_type,faucet_hole_count,mounting_type,overflow,material,control_type,faucet_type,drain_included,hand_shower,diverter,spout_type,touchless,sensor_type,shower_type,function_count,outlet_count,power_kw,steam_type,bowl_count,bowl_configuration,tap_hole_count,included_accessories,bath_type,installation_type,shape,hydrotherapy_features,included_components,required_components,order_with_components,compatible_skus,compatibility_notes,is_configurable,configuration_type,configuration_options,orientation,site_dependent,configuration_notes,catalogue_id,catalogue_name,catalogue_year,catalogue_edition,source_page,source_type,extraction_confidence,review_required,review_reason,duplicate_status,duplicate_group,reconciliation_status
K-701679IN-2BL,New Trilogy - 2BL,New Trilogy - 2BL,new-trilogy-2bl-shower_enclosure,shower_enclosure,bathing,shower_enclosures,partition,Partition,,46900.0,INR,True,"*As per site conditions, sizes in finishes and the glass thickness may change from 8mm to 10mm and final price may vary",,,,,,Upto 1200mm,,,,,,,,,,,,range,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,not_specified,True,"*As per site conditions, sizes in finishes and the glass thickness may change from 8mm to 10mm and final price may vary",kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,81,catalogue,high,False,,unique,,resolved_pdf_grid_reconstruction
K-701678IN-2BL,New Trilogy - 2BL,New Trilogy - 2BL,new-trilogy-2bl-shower_enclosure,shower_enclosure,bathing,shower_enclosures,shower_door,Door,,45700.0,INR,True,"*As per site conditions, sizes in finishes and the glass thickness may change from 8mm to 10mm and final price may vary",,,,,,Upto 750mm,,,,,,,,,,,,range,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,not_specified,True,"*As per site conditions, sizes in finishes and the glass thickness may change from 8mm to 10mm and final price may vary",kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,81,catalogue,high,False,,unique,,resolved_pdf_grid_reconstruction
K-704703IN-2BL,New Trilogy - 2BL,New Trilogy - 2BL,new-trilogy-2bl-shower_enclosure,shower_enclosure,bathing,shower_enclosures,corner_enclosure,1D1P/1D2P ht. extn 10mm 2400mm,,27500.0,INR,True,"*As per site conditions, sizes in finishes and the glass thickness may change from 8mm to 10mm and final price may vary",,,,,,Height Extn.,,,,,,,,,,,,range,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,not_specified,True,"*As per site conditions, sizes in finishes and the glass thickness may change from 8mm to 10mm and final price may vary",kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,81,catalogue,high,False,,unique,,resolved_pdf_grid_reconstruction
K-708068IN-CP,Singulier,Singulier,singulier-shower_enclosure,shower_enclosure,bathing,shower_enclosures,corner_enclosure,1D2P-N,,74100.0,INR,True,"*As per site conditions, sizes in finishes and the glass thickness may change from 8mm to 10mm and final price may vary",,,,,,Upto 2400mm,,,,,,,,,,,,range,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,not_specified,True,"*As per site conditions, sizes in finishes and the glass thickness may change from 8mm to 10mm and final price may vary",kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,82,catalogue,high,False,,unique,,resolved_pdf_grid_reconstruction
K-708067IN-CP,Singulier,Singulier,singulier-shower_enclosure,shower_enclosure,bathing,shower_enclosures,corner_enclosure,1D2P-L 90° IN,,74100.0,INR,True,"*As per site conditions, sizes in finishes and the glass thickness may change from 8mm to 10mm and final price may vary",,,,,,Upto 3000mm,,,,,,,,,,,,range,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,not_specified,True,"*As per site conditions, sizes in finishes and the glass thickness may change from 8mm to 10mm and final price may vary",kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,82,catalogue,high,False,,unique,,resolved_pdf_grid_reconstruction
K-708066IN-CP,Singulier,Singulier,singulier-shower_enclosure,shower_enclosure,bathing,shower_enclosures,corner_enclosure,1D2P-S,,67700.0,INR,True,"*As per site conditions, sizes in finishes and the glass thickness may change from 8mm to 10mm and final price may vary",,,,,,Upto 3000mm,,,,,,,,,,,,range,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,not_specified,True,"*As per site conditions, sizes in finishes and the glass thickness may change from 8mm to 10mm and final price may vary",kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,82,catalogue,high,False,,unique,,resolved_pdf_grid_reconstruction
K-708065IN-CP,Singulier,Singulier,singulier-shower_enclosure,shower_enclosure,bathing,shower_enclosures,corner_enclosure,1D1P-S,,47500.0,INR,True,"*As per site conditions, sizes in finishes and the glass thickness may change from 8mm to 10mm and final price may vary",,,,,,Upto 1800mm,,,,,,,,,,,,range,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,not_specified,True,"*As per site conditions, sizes in finishes and the glass thickness may change from 8mm to 10mm and final price may vary",kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,82,catalogue,high,False,,unique,,resolved_pdf_grid_reconstruction
K-708070IN-CP,Singulier,Singulier,singulier-shower_enclosure,shower_enclosure,bathing,shower_enclosures,partition,Partition,,29000.0,INR,True,"*As per site conditions, sizes in finishes and the glass thickness may change from 8mm to 10mm and final price may vary",,,,,,Upto 1200mm,,,,,,,,,,,,range,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,not_specified,True,"*As per site conditions, sizes in finishes and the glass thickness may change from 8mm to 10mm and final price may vary",kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,82,catalogue,high,False,,unique,,resolved_pdf_grid_reconstruction
K-708069IN-CP,Singulier,Singulier,singulier-shower_enclosure,shower_enclosure,bathing,shower_enclosures,shower_door,Door,,27500.0,INR,True,"*As per site conditions, sizes in finishes and the glass thickness may change from 8mm to 10mm and final price may vary",,,,,,Upto 750mm,,,,,,,,,,,,range,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,not_specified,True,"*As per site conditions, sizes in finishes and the glass thickness may change from 8mm to 10mm and final price may vary",kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,82,catalogue,high,False,,unique,,resolved_pdf_grid_reconstruction
K-708071IN-CP,Singulier,Singulier,singulier-shower_enclosure,shower_enclosure,bathing,shower_enclosures,corner_enclosure,1D1P/1D2P ht. extn 10mm 2400mm,,25300.0,INR,True,"*As per site conditions, sizes in finishes and the glass thickness may change from 8mm to 10mm and final price may vary",,,,,,Height Extn.,,,,,,,,,,,,range,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,not_specified,True,"*As per site conditions, sizes in finishes and the glass thickness may change from 8mm to 10mm and final price may vary",kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,82,catalogue,high,False,,unique,,resolved_pdf_grid_reconstruction
K-704702IN-SHP,New Trilogy,New Trilogy,new-trilogy-shower_enclosure,shower_enclosure,bathing,shower_enclosures,corner_enclosure,2D3P-T-shape 10mm IN,,112200.0,INR,True,"*As per site conditions, sizes in finishes and the glass thickness may change from 8mm to 10mm and final price may vary",,,,,,Upto 4500mm,,,,,,,,,,,,range,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,not_specified,True,"*As per site conditions, sizes in finishes and the glass thickness may change from 8mm to 10mm and final price may vary",kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,82,catalogue,high,False,,unique,,resolved_pdf_grid_reconstruction
K-704700IN-SHP,New Trilogy,New Trilogy,new-trilogy-shower_enclosure,shower_enclosure,bathing,shower_enclosures,corner_enclosure,1D2P-L 90° IN,,62700.0,INR,True,"*As per site conditions, sizes in finishes and the glass thickness may change from 8mm to 10mm and final price may vary",,,,,,Upto 3000mm,,,,,,,,,,,,range,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,not_specified,True,"*As per site conditions, sizes in finishes and the glass thickness may change from 8mm to 10mm and final price may vary",kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,82,catalogue,high,False,,unique,,resolved_pdf_grid_reconstruction
K-704699IN-SHP,New Trilogy,New Trilogy,new-trilogy-shower_enclosure,shower_enclosure,bathing,shower_enclosures,corner_enclosure,1D2P-S IN,,60000.0,INR,True,"*As per site conditions, sizes in finishes and the glass thickness may change from 8mm to 10mm and final price may vary",,,,,,Upto 3000mm,,,,,,,,,,,,range,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,not_specified,True,"*As per site conditions, sizes in finishes and the glass thickness may change from 8mm to 10mm and final price may vary",kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,82,catalogue,high,False,,unique,,resolved_pdf_grid_reconstruction
K-704698IN-SHP,New Trilogy,New Trilogy,new-trilogy-shower_enclosure,shower_enclosure,bathing,shower_enclosures,corner_enclosure,1D1P-S IN,,42000.0,INR,True,"*As per site conditions, sizes in finishes and the glass thickness may change from 8mm to 10mm and final price may vary",,,,,,Upto 1800mm,,,,,,,,,,,,range,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,not_specified,True,"*As per site conditions, sizes in finishes and the glass thickness may change from 8mm to 10mm and final price may vary",kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,82,catalogue,high,False,,unique,,resolved_pdf_grid_reconstruction
K-704701IN-SHP,,,,shower_enclosure,bathing,shower_enclosures,partition,Partition,,26000.0,INR,True,"*As per site conditions, sizes in finishes and the glass thickness may change from 8mm to 10mm and final price may vary",,,,,,Upto 1200mm,,,,,,,,,,,,range,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,not_specified,True,"*As per site conditions, sizes in finishes and the glass thickness may change from 8mm to 10mm and final price may vary",kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,83,catalogue,high,False,,unique,,resolved_pdf_grid_reconstruction
K-704704IN-SHP,,,,shower_enclosure,bathing,shower_enclosures,corner_enclosure,T-Shape ht. extn 10mm 2400mm,,46900.0,INR,True,"*As per site conditions, sizes in finishes and the glass thickness may change from 8mm to 10mm and final price may vary",,,,,,Height Extn.,,,,,,,,,,,,range,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,not_specified,True,"*As per site conditions, sizes in finishes and the glass thickness may change from 8mm to 10mm and final price may vary",kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,83,catalogue,high,False,,unique,,resolved_pdf_grid_reconstruction
K-704703IN-SHP,,,,shower_enclosure,bathing,shower_enclosures,corner_enclosure,1D1P/1D2P ht. extn 10mm 2400mm,,20300.0,INR,True,"*As per site conditions, sizes in finishes and the glass thickness may change from 8mm to 10mm and final price may vary",,,,,,Height Extn.,,,,,,,,,,,,range,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,not_specified,True,"*As per site conditions, sizes in finishes and the glass thickness may change from 8mm to 10mm and final price may vary",kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,83,catalogue,high,False,,unique,,resolved_pdf_grid_reconstruction
K-704705IN-SHP,,,,shower_enclosure,bathing,shower_enclosures,partition,Partition ht. extn 10mm 2400mm,,15000.0,INR,True,"*As per site conditions, sizes in finishes and the glass thickness may change from 8mm to 10mm and final price may vary",,,,,,Height Extn.,,,,,,,,,,,,range,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,not_specified,True,"*As per site conditions, sizes in finishes and the glass thickness may change from 8mm to 10mm and final price may vary",kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,83,catalogue,high,False,,unique,,resolved_pdf_grid_reconstruction
K-705116IN-SHP,Contra,Contra,contra-shower_enclosure,shower_enclosure,bathing,shower_enclosures,shower_enclosure_hardware,Contra Big ht. 2000mm,,50000.0,INR,True,"*As per site conditions, sizes in finishes and the glass thickness may change from 8mm to 10mm and final price may vary",,,,,,1550mm - 2000mm,,,,,,,,,,,,range,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,not_specified,True,"*As per site conditions, sizes in finishes and the glass thickness may change from 8mm to 10mm and final price may vary",kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,83,catalogue,high,False,,unique,,resolved_pdf_grid_reconstruction
K-705115IN-SHP,Contra,Contra,contra-shower_enclosure,shower_enclosure,bathing,shower_enclosures,shower_enclosure_hardware,Contra Small ht. 2000mm,,50000.0,INR,True,"*As per site conditions, sizes in finishes and the glass thickness may change from 8mm to 10mm and final price may vary",,,,,,1350mm - 1550mm,,,,,,,,,,,,range,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,not_specified,True,"*As per site conditions, sizes in finishes and the glass thickness may change from 8mm to 10mm and final price may vary",kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,83,catalogue,high,False,,unique,,resolved_pdf_grid_reconstruction
K-705117IN-SHP,Contra,Contra,contra-shower_enclosure,shower_enclosure,bathing,shower_enclosures,shower_enclosure_hardware,Contra-L expansion pack,,55000.0,INR,True,"*As per site conditions, sizes in finishes and the glass thickness may change from 8mm to 10mm and final price may vary",,,,,,L Expansion,,,,,,,,,,,,range,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,not_specified,True,"*As per site conditions, sizes in finishes and the glass thickness may change from 8mm to 10mm and final price may vary",kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,83,catalogue,high,False,,unique,,resolved_pdf_grid_reconstruction
K-709078IN-CP,New Levity,New Levity,new-levity-shower_enclosure,shower_enclosure,bathing,shower_enclosures,shower_enclosure_hardware,Big with handle ht. 2000mm,,45000.0,INR,True,"*As per site conditions, sizes in finishes and the glass thickness may change from 8mm to 10mm and final price may vary",,,,,,1601mm - 2100mm,,,,,,,,,,,,range,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,not_specified,True,"*As per site conditions, sizes in finishes and the glass thickness may change from 8mm to 10mm and final price may vary",kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,83,catalogue,high,False,,unique,,resolved_pdf_grid_reconstruction
K-709076IN-CP,New Levity,New Levity,new-levity-shower_enclosure,shower_enclosure,bathing,shower_enclosures,shower_enclosure_hardware,Big with knob ht. 2000mm,,45000.0,INR,True,"*As per site conditions, sizes in finishes and the glass thickness may change from 8mm to 10mm and final price may vary",,,,,,1601mm - 2100mm,,,,,,,,,,,,range,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,not_specified,True,"*As per site conditions, sizes in finishes and the glass thickness may change from 8mm to 10mm and final price may vary",kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,83,catalogue,high,False,,unique,,resolved_pdf_grid_reconstruction
K-709077IN-CP,New Levity,New Levity,new-levity-shower_enclosure,shower_enclosure,bathing,shower_enclosures,shower_enclosure_hardware,Small with handle ht. 2000mm,,45000.0,INR,True,"*As per site conditions, sizes in finishes and the glass thickness may change from 8mm to 10mm and final price may vary",,,,,,1280mm - 1600mm,,,,,,,,,,,,range,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,not_specified,True,"*As per site conditions, sizes in finishes and the glass thickness may change from 8mm to 10mm and final price may vary",kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,83,catalogue,high,False,,unique,,resolved_pdf_grid_reconstruction
K-709075IN-CP,New Levity,New Levity,new-levity-shower_enclosure,shower_enclosure,bathing,shower_enclosures,shower_enclosure_hardware,Small with knob ht. 2000mm,,45000.0,INR,True,"*As per site conditions, sizes in finishes and the glass thickness may change from 8mm to 10mm and final price may vary",,,,,,1280mm - 1600mm,,,,,,,,,,,,range,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,not_specified,True,"*As per site conditions, sizes in finishes and the glass thickness may change from 8mm to 10mm and final price may vary",kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,83,catalogue,high,False,,unique,,resolved_pdf_grid_reconstruction
K-39059IN-SHP,Elate Sliding,Elate Sliding,elate-sliding-shower_enclosure,shower_enclosure,bathing,shower_enclosures,corner_enclosure,Elate 1D1P,,53000.0,INR,True,"*As per site conditions, sizes in finishes and the glass thickness may change from 8mm to 10mm and final price may vary",,,,,,1320mm - 1370mm,,,,,,,,,,,,range,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,not_specified,True,"*As per site conditions, sizes in finishes and the glass thickness may change from 8mm to 10mm and final price may vary",kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,83,catalogue,high,False,,unique,,resolved_pdf_grid_reconstruction
K-39060IN-SHP,,,,shower_enclosure,bathing,shower_enclosures,corner_enclosure,Elate 1D1P,,53000.0,INR,True,"*As per site conditions, sizes in finishes and the glass thickness may change from 8mm to 10mm and final price may vary",,,,,,1370mm - 1470mm,,,,,,,,,,,,range,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,not_specified,True,"*As per site conditions, sizes in finishes and the glass thickness may change from 8mm to 10mm and final price may vary",kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,84,catalogue,high,False,,unique,,resolved_pdf_grid_reconstruction
K-39061IN-SHP,,,,shower_enclosure,bathing,shower_enclosures,corner_enclosure,Elate 1D1P,,53000.0,INR,True,"*As per site conditions, sizes in finishes and the glass thickness may change from 8mm to 10mm and final price may vary",,,,,,1470mm - 1600mm,,,,,,,,,,,,range,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,not_specified,True,"*As per site conditions, sizes in finishes and the glass thickness may change from 8mm to 10mm and final price may vary",kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,84,catalogue,high,False,,unique,,resolved_pdf_grid_reconstruction
K-39259IN-SHP,,,,shower_enclosure,bathing,shower_enclosures,corner_enclosure,Elate 1D1P,,53000.0,INR,True,"*As per site conditions, sizes in finishes and the glass thickness may change from 8mm to 10mm and final price may vary",,,,,,1600mm - 1800mm,,,,,,,,,,,,range,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,not_specified,True,"*As per site conditions, sizes in finishes and the glass thickness may change from 8mm to 10mm and final price may vary",kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,84,catalogue,high,False,,unique,,resolved_pdf_grid_reconstruction
K-705111IN-SHP,,,,shower_enclosure,bathing,shower_enclosures,corner_enclosure,Laminated with crystal clear T-shape,,202700.0,INR,True,"*As per site conditions, sizes in finishes and the glass thickness may change from 8mm to 10mm and final price may vary",,,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,not_specified,True,"*As per site conditions, sizes in finishes and the glass thickness may change from 8mm to 10mm and final price may vary",kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,84,catalogue,high,False,,unique,,resolved_pdf_grid_reconstruction
K-705109IN-SHP,,,,shower_enclosure,bathing,shower_enclosures,corner_enclosure,Laminated with crystal clear 1D1P/1D2P,,106100.0,INR,True,"*As per site conditions, sizes in finishes and the glass thickness may change from 8mm to 10mm and final price may vary",,,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,not_specified,True,"*As per site conditions, sizes in finishes and the glass thickness may change from 8mm to 10mm and final price may vary",kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,84,catalogue,high,False,,unique,,resolved_pdf_grid_reconstruction
705110IN-SHP,,,,shower_enclosure,bathing,shower_enclosures,partition,Laminated with crystal clear door/partition,,54000.0,INR,True,"*As per site conditions, sizes in finishes and the glass thickness may change from 8mm to 10mm and final price may vary",,,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,not_specified,True,"*As per site conditions, sizes in finishes and the glass thickness may change from 8mm to 10mm and final price may vary",kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,84,catalogue,medium,True,"SKU is printed without the ""K-"" prefix in the source catalogue (page 84), unlike every sequentially-numbered sibling SKU in the same block (K-705111IN-SHP, K-705109IN-SHP, K-705108IN-SHP...); almost certainly a source typo for K-705110IN-SHP, but the value as printed has been preserved rather than silently corrected. Recommend confirming with Kohler before treating it as K-705110IN-SHP downstream.",unique,,resolved_pdf_grid_reconstruction
K-705108IN-SHP,,,,shower_enclosure,bathing,shower_enclosures,corner_enclosure,Laminated T-shape (All models),,135700.0,INR,True,"*As per site conditions, sizes in finishes and the glass thickness may change from 8mm to 10mm and final price may vary",,,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,not_specified,True,"*As per site conditions, sizes in finishes and the glass thickness may change from 8mm to 10mm and final price may vary",kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,84,catalogue,high,False,,unique,,resolved_pdf_grid_reconstruction
K-705106IN-SHP,,,,shower_enclosure,bathing,shower_enclosures,corner_enclosure,Laminated 1D1P/1D2P (All models),,72500.0,INR,True,"*As per site conditions, sizes in finishes and the glass thickness may change from 8mm to 10mm and final price may vary",,,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,not_specified,True,"*As per site conditions, sizes in finishes and the glass thickness may change from 8mm to 10mm and final price may vary",kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,84,catalogue,high,False,,unique,,resolved_pdf_grid_reconstruction
K-705107IN-SHP,,,,shower_enclosure,bathing,shower_enclosures,partition,Laminated door/partition (All models),,37200.0,INR,True,"*As per site conditions, sizes in finishes and the glass thickness may change from 8mm to 10mm and final price may vary",,,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,not_specified,True,"*As per site conditions, sizes in finishes and the glass thickness may change from 8mm to 10mm and final price may vary",kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,84,catalogue,high,False,,unique,,resolved_pdf_grid_reconstruction
K-705105IN-SHP,,,,shower_enclosure,bathing,shower_enclosures,corner_enclosure,Crystal clear T-shape (All models),,51900.0,INR,True,"*As per site conditions, sizes in finishes and the glass thickness may change from 8mm to 10mm and final price may vary",,,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,not_specified,True,"*As per site conditions, sizes in finishes and the glass thickness may change from 8mm to 10mm and final price may vary",kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,84,catalogue,high,False,,unique,,resolved_pdf_grid_reconstruction
K-705103IN-SHP,,,,shower_enclosure,bathing,shower_enclosures,corner_enclosure,Crystal clear 1D1P/1D2P/Slide (All),,26900.0,INR,True,"*As per site conditions, sizes in finishes and the glass thickness may change from 8mm to 10mm and final price may vary",,,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,not_specified,True,"*As per site conditions, sizes in finishes and the glass thickness may change from 8mm to 10mm and final price may vary",kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,84,catalogue,high,False,,unique,,resolved_pdf_grid_reconstruction
K-705104IN-SHP,,,,shower_enclosure,bathing,shower_enclosures,partition,Crystal clear door/partition (All),,14300.0,INR,True,"*As per site conditions, sizes in finishes and the glass thickness may change from 8mm to 10mm and final price may vary",,,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,not_specified,True,"*As per site conditions, sizes in finishes and the glass thickness may change from 8mm to 10mm and final price may vary",kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,84,catalogue,high,False,,unique,,resolved_pdf_grid_reconstruction
K-705093IN-SHP,,,,shower_enclosure,bathing,shower_enclosures,corner_enclosure,Tryst pattern T-shape (All models),,46500.0,INR,True,"*As per site conditions, sizes in finishes and the glass thickness may change from 8mm to 10mm and final price may vary",,,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,not_specified,True,"*As per site conditions, sizes in finishes and the glass thickness may change from 8mm to 10mm and final price may vary",kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,84,catalogue,high,False,,unique,,resolved_pdf_grid_reconstruction
K-705091IN-SHP,,,,shower_enclosure,bathing,shower_enclosures,corner_enclosure,Tryst pattern 1D1P/1D2P/Slide (All),,25100.0,INR,True,"*As per site conditions, sizes in finishes and the glass thickness may change from 8mm to 10mm and final price may vary",,,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,not_specified,True,"*As per site conditions, sizes in finishes and the glass thickness may change from 8mm to 10mm and final price may vary",kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,84,catalogue,high,False,,unique,,resolved_pdf_grid_reconstruction
K-705092IN-SHP,,,,shower_enclosure,bathing,shower_enclosures,partition,Tryst pattern door/partition (All),,12600.0,INR,True,"*As per site conditions, sizes in finishes and the glass thickness may change from 8mm to 10mm and final price may vary",,,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,not_specified,True,"*As per site conditions, sizes in finishes and the glass thickness may change from 8mm to 10mm and final price may vary",kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,84,catalogue,high,False,,unique,,resolved_pdf_grid_reconstruction
K-705090IN-SHP,,,,shower_enclosure,bathing,shower_enclosures,corner_enclosure,Lattice pattern T-shape (All models),,46500.0,INR,True,"*As per site conditions, sizes in finishes and the glass thickness may change from 8mm to 10mm and final price may vary",,,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,not_specified,True,"*As per site conditions, sizes in finishes and the glass thickness may change from 8mm to 10mm and final price may vary",kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,84,catalogue,high,False,,unique,,resolved_pdf_grid_reconstruction
