sku,product_name,collection,family_id,product_type,domain,category,subcategory,raw_description,raw_catalogue_text,mrp,currency,tax_included,price_note,finish_code,finish_name,colour_name,colour_family,appearance_notes,dimension_raw,width_mm,depth_mm,height_mm,diameter_mm,length_mm,min_width_mm,max_width_mm,min_depth_mm,max_depth_mm,min_height_mm,max_height_mm,dimension_type,trap_type,rough_in_mm,toilet_configuration,flush_type,seat_included,bidet_function,smart_features,basin_type,faucet_hole_count,mounting_type,overflow,material,control_type,faucet_type,drain_included,hand_shower,diverter,spout_type,touchless,sensor_type,shower_type,function_count,outlet_count,power_kw,steam_type,bowl_count,bowl_configuration,tap_hole_count,included_accessories,bath_type,installation_type,shape,hydrotherapy_features,included_components,required_components,order_with_components,compatible_skus,compatibility_notes,is_configurable,configuration_type,configuration_options,orientation,site_dependent,configuration_notes,catalogue_id,catalogue_name,catalogue_year,catalogue_edition,source_page,source_type,extraction_confidence,review_required,review_reason,duplicate_status,duplicate_group,reconciliation_status
K-5402IN-ZZ-0,Veil® Smart,Veil® Smart,veil-smart-wall_hung_toilet,wall_hung_toilet,bathroom,toilets,wall_hung_toilet,Veil® Smart wall hung toilet with remote and Quiet-Close™ seat cover in white,,870000.0,INR,True,,,,white,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Veil® wall hung intelligent toilet; Hydro-tower 500 in-wall tank with frame,K-1549469,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,6,catalogue,high,False,,unique,,clean
K-5401IN-0,Veil® Smart,Veil® Smart,veil-smart-one_piece_toilet,one_piece_toilet,bathroom,toilets,one_piece_toilet,Veil® smart one-piece toilet with remote and Quiet-Close™ seat cover in white,,850000.0,INR,True,,,,white,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K-1549469,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,6,catalogue,high,False,,unique,,clean
K-28529IN-0,Leap™,Leap™,,,bathroom,toilets,,Leap™ smart one-piece elongated toilet with remote and Quiet-Close™ seat cover in white,,470000.0,INR,True,,,,white,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,6,catalogue,high,False,,unique,,clean
K-38519IN-0/K-28362IN-2-0,with Veil®,with Veil®,with-veil-wall_hung_toilet,wall_hung_toilet,bathroom,toilets,wall_hung_toilet,Veil® wall hung toilet with PureWash™ E910 electronic bidet seat cover (,,196000.0,INR,True,,,,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K-1063956; K-1549469,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,6,catalogue,high,True,,valid_composite_printed_code,,review_required
K-26995IN-2-0/K-28820IN-0,with Brazn™,with Brazn™,with-brazn-wall_hung_toilet,wall_hung_toilet,bathroom,toilets,wall_hung_toilet,Brazn™ wall hung toilet with PureWash™ E910 electronic bidet seat cover (,,191000.0,INR,True,,,,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K-1063956; K-1549469,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,6,catalogue,high,True,,valid_composite_printed_code,,review_required
K-28786IN-0/K-4108IN-0,C3-230 with Veil®,C3-230 with Veil®,c3-230-with-veil-wall_hung_toilet,wall_hung_toilet,bathroom,toilets,wall_hung_toilet,Veil® wall hung toilet with C3-230 electronic bidet seat cover (,,161000.0,INR,True,,,,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K-1063956; K-1549469,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,6,catalogue,high,True,,valid_composite_printed_code,,review_required
K-27792IN-0/K-32387IN-0,PureWash™ E880,PureWash™ E880,purewash-e880-wall_hung_toilet,wall_hung_toilet,bathroom,toilets,wall_hung_toilet,with ModernLife ModernLife Edge™ wall hung toilet with PureWash™ E-880 electronic Edge™ bidet seat cover (,,121000.0,INR,True,,,,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K-1549469,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,6,catalogue,high,True,,valid_composite_printed_code,,review_required
K-31014IN-0/K-8297IN-0,C3-150 with Veil®,C3-150 with Veil®,c3-150-with-veil-wall_hung_toilet,wall_hung_toilet,bathroom,toilets,wall_hung_toilet,Veil® wall hung toilet with C3-150 electronic bidet seat cover (,,106000.0,INR,True,,,,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K-1063956; K-1549469,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,6,catalogue,high,True,,valid_composite_printed_code,,review_required
K-28362IN-2-0,PureWash™ E910 EB,PureWash™ E910 EB,purewash-e910-eb-bidet_seat,bidet_seat,bathroom,toilets,bidet_seat,"PureWash™ E910 (Elongated) electronic bidet seat cover with remote, in white (for Veil wall hung)",,165000.0,INR,True,,,,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K-1063956; K-1549469,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,7,catalogue,high,False,,unique,,clean
K-28820IN-0,PureWash™ E910,PureWash™ E910,purewash-e910-bidet_seat,bidet_seat,bathroom,toilets,bidet_seat,"Round PureWash™ E910 (Round) electronic bidet seat cover with remote, in white (for Brazn wall hung )",,165000.0,INR,True,,,,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K-1063956; K-1549469,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,7,catalogue,high,False,,unique,,clean
K-4108IN-0,C3-230,C3-230,c3-230-bidet_seat,bidet_seat,bathroom,toilets,bidet_seat,"C3-230 electronic bidet seat cover with remote, in white (for Veil wall hung)",,130000.0,INR,True,,,,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K-1063956; K-1549469,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,7,catalogue,high,False,,unique,,clean
K-32387IN-0,PureWash™ E880,PureWash™ E880,purewash-e880-bidet_seat,bidet_seat,bathroom,toilets,bidet_seat,"PureWash™ E880 electronic bidet seat cover with remote, in white (ModernLife Edge™ wall hung )",,87000.0,INR,True,,,,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K-1063956; K-1549469,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,7,catalogue,high,False,,unique,,clean
K-8297IN-0,C3-150,C3-150,c3-150-bidet_seat,bidet_seat,bathroom,toilets,bidet_seat,C3-150 electronic bidet seat cover in white (for Veil® wall hung),,75000.0,INR,True,,,,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K-1063956; K-1549469,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,7,catalogue,high,False,,unique,,clean
K-8196IN-0,PureClean™ Square,PureClean™ Square,pureclean-square-bidet_seat,bidet_seat,bathroom,toilets,bidet_seat,PureClean™ square manual cleansing bidet seat in white: Compatible toilets:,,11000.0,INR,True,,,,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,7,catalogue,high,False,,unique,,clean
K-72757IN-0,PureClean™ Oval,PureClean™ Oval,pureclean-oval-bidet_seat,bidet_seat,bathroom,toilets,bidet_seat,PureClean™ oval manual cleansing bidet seat in white: Compatible toilets:,,11000.0,INR,True,,,,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,7,catalogue,high,False,,unique,,clean
K-32275IN-HC-0,PureWash™,PureWash™,purewash-bidet_seat,bidet_seat,bathroom,toilets,bidet_seat,M350 Round PureWash™ M350 round manual cleansing bidet seat in white Compatible toilets:,,11000.0,INR,True,,,,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,7,catalogue,high,False,,unique,,clean
K-29958IN-0,PureWash™ M120,PureWash™ M120,purewash-m120-bidet_attachment,bidet_attachment,bathroom,toilets,bidet_attachment,PureWash™ M120 manual cleansing bidet attachment in white Compatible toilets:,,4500.0,INR,True,,,,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Patio™ wall hung; BrivePlus™ wall hung bowl (15545IN-0 | 13946IN-2-0; Replay™ wall hung bowl (6088IN-0 | 6091IN-0; Escale™ wall hung bowl (19045IN-SS-0 | 4417IN-0; Trace™ wall hung bowl (20218IN-0 | 20219IN-UF-0; Span™ Round wall hung bowl (29169IN-0 | 29170IN-0; ModernLife Edge™ thin wall hung bowl (27903IN-SS-0 | 27904IN-SS-0; Vive™ wall hung bowl (28780IN-0 | 28781IN-0; Veil® rimless wall hung bowl (31539IN-SS-0 | 77070IN-SS-0; Veil® wall hung rimless bowl black (31539IN-7 | 77471IN-7; APT™ square wall hung bowl (32427IN-0 | 32407IN-0; APT™ round wall hung bowl (29278IN-0 | 29277IN-0,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,8,catalogue,high,False,,unique,,clean
K-8688T-S-0,Grande,Grande,grande-one_piece_toilet,one_piece_toilet,bathroom,toilets,one_piece_toilet,One-piece toilet with seat cover in white,,63000.0,INR,True,,,,white,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,8,catalogue,high,False,,unique,,clean
K-28220T-SL-0,ModernLife™,ModernLife™,modernlife-one_piece_toilet,one_piece_toilet,bathroom,toilets,one_piece_toilet,One-piece toilet with Quiet-Close™ slim seat cover in white,,56000.0,INR,True,,,,white,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,8,catalogue,high,False,,unique,,clean
K-1381T-S-0,Veil®,Veil®,veil-one_piece_toilet,one_piece_toilet,bathroom,toilets,one_piece_toilet,One-piece toilet with Quiet-Close™ seat cover in white,,42000.0,INR,True,,,,white,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,8,catalogue,high,False,,unique,,clean
K-17629IN-SM-0,Ove™,Ove™,ove-one_piece_toilet,one_piece_toilet,bathroom,toilets,one_piece_toilet,One-piece toilet with Quiet-Close™ seat cover in white,,26000.0,INR,True,,,,white,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,8,catalogue,high,False,,unique,,clean
K-3983IN-S-0,Reach™,Reach™,reach-one_piece_toilet,one_piece_toilet,bathroom,toilets,one_piece_toilet,One-piece toilet with Quiet-Close™ seat cover in white,,25500.0,INR,True,,,,white,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,8,catalogue,high,False,,unique,,clean
K-27791IN-WAF-0,,,,wall_hung_toilet,bathroom,toilets,wall_hung_toilet,New Bold Colours Honed Black MODEL DESCRIPTION CODE MRP Wall Hung Toilets ModernLife Edge™ True rimless decorative wall hung toilet with Quiet-Close™ UF seat cover in french gold,,90000.0,INR,True,,,,french gold,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ModernLife Edge® decorative wall hung bowl only; ModernLife Edge® Quiet-Close™ UF seat,K-1527926,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,9,catalogue,high,False,,unique,,clean
K-27791IN-WRGD-0,,,,wall_hung_toilet,bathroom,toilets,wall_hung_toilet,ModernLife Edge™ True rimless decorative wall hung toilet with Quiet-Close™ UF seat cover in rose gold,,84000.0,INR,True,,,,rose gold,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ModernLife Edge® decorative wall hung bowl only; ModernLife Edge® Quiet-Close™ UF seat,K-1527926,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,9,catalogue,high,False,,unique,,clean
K-27791IN-HL1,,,,wall_hung_toilet,bathroom,toilets,wall_hung_toilet,ModernLife Edge™ True rimless wall hung toilet with Quiet-Close™ UF seat cover in honed lush,,67000.0,INR,True,,,,honed lush,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ModernLife Edge® wall hung bowl w/o seat; ModernLife Edge® Quiet-Close™ UF seat,K-1527926,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,9,catalogue,high,False,,unique,,clean
K-27791IN-HB1,ModernLife Edge™,ModernLife Edge™,modernlife-edge-wall_hung_toilet,wall_hung_toilet,bathroom,toilets,wall_hung_toilet,True rimless wall hung toilet with Quiet-Close™ UF seat cover in honed black,,67000.0,INR,True,,,,honed black,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ModernLife Edge® wall hung bowl w/o seat; ModernLife Edge® Quiet-Close™ UF seat,K-1527926,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,10,catalogue,high,False,,unique,,clean
K-27791IN-HP1,ModernLife Edge™,ModernLife Edge™,modernlife-edge-wall_hung_toilet,wall_hung_toilet,bathroom,toilets,wall_hung_toilet,True rimless wall hung toilet with Quiet-Close™ UF seat cover in peacock,,67000.0,INR,True,,,,peacock,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ModernLife Edge® wall hung bowl w/o seat; ModernLife Edge® Quiet-Close™ UF seat,K-1527926,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,10,catalogue,high,False,,unique,,clean
K-27791IN-0,ModernLife Edge™,ModernLife Edge™,modernlife-edge-wall_hung_toilet,wall_hung_toilet,bathroom,toilets,wall_hung_toilet,True rimless wall hung toilet with Quiet-Close™ UF seat cover in white,,47000.0,INR,True,,,,white,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ModernLife Edge® wall hung bowl w/o seat; ModernLife Edge® Quiet-Close™ UF seat,K-1527926,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,10,catalogue,high,False,,unique,,clean
K-75708IN-7,Veil®,Veil®,veil-wall_hung_toilet,wall_hung_toilet,bathroom,toilets,wall_hung_toilet,Rimless wall hung toilet with Quiet-Close™ UF seat in black,,50000.0,INR,True,,,,black,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Veil® wall hung rimless bowl in black; Veil® wall hung Quiet-Close™ UF seat in black,K-1527926,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,10,catalogue,high,False,,unique,,clean
K-75708IN-SS-0,Veil®,Veil®,veil-wall_hung_toilet,wall_hung_toilet,bathroom,toilets,wall_hung_toilet,Rimless wall hung toilet with Quiet-Close™ UF seat in white,,41000.0,INR,True,,,,white,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Veil® wall hung bowl only in white; Veil® wall hung Quiet-Close™ UF seat in white,K-1527926,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,10,catalogue,high,False,,unique,,clean
K-26994IN-HB1/K-26994IN-2-HB1,Brazn™,Brazn™,brazn-wall_hung_toilet,wall_hung_toilet,bathroom,toilets,wall_hung_toilet,Rimless wall hung toilet with Quiet-Close™ UF seat cover in honed black,,50000.0,INR,True,,,,honed black,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brazn® wall hung bowl w/o seat in honed black; Brazn® Quiet-Close™ round UF seat in honed black,K-1527926,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,10,catalogue,high,True,,valid_composite_printed_code,,review_required
K-26994IN-0/K-26994IN-2-0,Brazn™,Brazn™,brazn-wall_hung_toilet,wall_hung_toilet,bathroom,toilets,wall_hung_toilet,Rimless wall hung toilet with Quiet-Close™ seat cover in white,,35000.0,INR,True,,,,white,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brazn® Quiet-Close™ round UF seat in white; Brazn® wall hung toilet-round in white,K-1527926,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,10,catalogue,high,True,,valid_composite_printed_code,,review_required
K-26998IN-TKB,Vive,Vive,vive-wall_hung_toilet,wall_hung_toilet,bathroom,toilets,wall_hung_toilet,True rimless wall hung toilet with Quiet-Close™ UF slim seat cover in teakberry,,36500.0,INR,True,,,,teakberry,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vive® wall hung bowl w/o seat in teakberry; Vive® Quiet-Close™ UF slim seat in teakberry,K-1527926,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,10,catalogue,high,False,,unique,,clean
K-38991IN-K4,Vive,Vive,vive-wall_hung_toilet,wall_hung_toilet,bathroom,toilets,wall_hung_toilet,True rimless wall hung toilet with PP seat cover in cashmere,,36500.0,INR,,,,,cashmere,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vive® wall hung bowl w/o seat in cashmere ()                                   (incl of all taxes; Vive® Quiet-Close™ round PP seat in cashmere,K-1527926,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,10,catalogue,high,False,,unique,,clean
K-26998IN-7/K-28780IN-7,,,,wall_hung_toilet,bathroom,toilets,wall_hung_toilet,New Bold Colours Honed Lush MODEL DESCRIPTION CODE MRP Vive True rimless wall hung toilet with Quiet-Close™ UF slim seat cover in black Vive® wall hung bowl w/o seat in black (,,36500.0,INR,True,,,,,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K-1527926,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,11,catalogue,high,False,,valid_composite_printed_code,,clean
K-26998IN-0,,,,wall_hung_toilet,bathroom,toilets,wall_hung_toilet,Vive® Quiet-Close™ UF slim seat in black (K-28781IN-7) Vive True rimless wall hung toilet with Quiet-Close™ UF slim seat cover in white,,29000.0,INR,,,,,white,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vive® wall hung bowl w/o seat in white ()                                      (incl of all taxes; Vive® Quiet-Close™ UF slim seat in white,K-1527926,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,11,catalogue,high,False,,unique,,clean
K-33677IN-0,,,,wall_hung_toilet,bathroom,toilets,wall_hung_toilet,Ridge™ Rimless square REV360™ wall hung toilet with Quiet-Close™ UF slim seat cover in white,,24500.0,INR,True,,,,white,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ridge™ with REV360™ square wall hung bowl w/o seat; Ridge™ with REV360™ Quiet-Close™ square UF seat,K-1527926,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,11,catalogue,high,False,,unique,,clean
K-28922IN-S-7,Spacity,Spacity,spacity-wall_hung_toilet,wall_hung_toilet,bathroom,toilets,wall_hung_toilet,Rimless wall hung toilet with Quiet-Close™ slim seat cover in black,,26500.0,INR,True,,,,black,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spacity wall hung toilet w/o seat; Spacity Quiet-Close™ slim seat,K-1527926,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,12,catalogue,high,False,,unique,,clean
K-28922IN-S-0,Spacity,Spacity,spacity-wall_hung_toilet,wall_hung_toilet,bathroom,toilets,wall_hung_toilet,Rimless wall hung toilet with Quiet-Close™ slim seat cover in white,,21000.0,INR,True,,,,white,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spacity wall hung toilet w/o seat; Spacity Quiet-Close™ slim seat,K-1527926,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,12,catalogue,high,False,,unique,,clean
K-38989IN-K4,Trace™,Trace™,trace-wall_hung_toilet,wall_hung_toilet,bathroom,toilets,wall_hung_toilet,True rimless wall hung toilet with PP seat cover in cashmere,,25000.0,INR,True,,,,cashmere,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trace® wall hung bowl w/o seat in cashmere; Trace™ Quiet-Close™ round PP seat in cashmere,K-1527926,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,12,catalogue,high,False,,unique,,clean
K-20217IN-S-7,Trace™,Trace™,trace-wall_hung_toilet,wall_hung_toilet,bathroom,toilets,wall_hung_toilet,True rimless wall hung toilet with Quiet-Close™ UF slim seat cover in black,,25000.0,INR,True,,,,black,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trace® wall hung bowl w/o seat in black; Trace™ Quiet-Close™ round UF seat in black,K-1527926,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,12,catalogue,high,False,,unique,,clean
K-20217IN-S-0,Trace™,Trace™,trace-wall_hung_toilet,wall_hung_toilet,bathroom,toilets,wall_hung_toilet,True rimless wall hung toilet with Quiet-Close™ UF slim seat cover in white,,20000.0,INR,True,,,,white,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trace® wall hung bowl w/o seat; Trace™ Quiet-Close™ round UF seat,K-1527926,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,12,catalogue,high,False,,unique,,clean
K-32410IN-K4,APT™ Square,APT™ Square,apt-square-wall_hung_toilet,wall_hung_toilet,bathroom,toilets,wall_hung_toilet,True rimless wall hung toilet with Quiet-Close™ seat cover in cashmere,,20650.0,INR,True,,,,cashmere,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APT™ square wall hung bowl w/o seat; APT™ square PP seat,K-1527926,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,12,catalogue,high,False,,unique,,clean
K-32409IN-7,APT™ Square,APT™ Square,apt-square-wall_hung_toilet,wall_hung_toilet,bathroom,toilets,wall_hung_toilet,True rimless wall hung toilet with Quiet-Close™ UF seat cover in black,,20650.0,INR,True,,,,black,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APT™ square wall hung bowl w/o seat; Brink/APT™ square UF seat,K-1527926,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,12,catalogue,high,False,,unique,,clean
K-32409IN-0,APT™ Square,APT™ Square,apt-square-wall_hung_toilet,wall_hung_toilet,bathroom,toilets,wall_hung_toilet,True rimless wall hung toilet with Quiet-Close™ UF seat cover in white,,16500.0,INR,True,,,,white,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brink/APT™ square UF seat; APT™ square wall hung bowl w/o seat,K-1527926,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,12,catalogue,high,False,,unique,,clean
K-29150IN-K4,APT™ Round,APT™ Round,apt-round-wall_hung_toilet,wall_hung_toilet,bathroom,toilets,wall_hung_toilet,True rimless wall hung toilet with Quiet-Close™ seat cover in cashmere,,19500.0,INR,True,,,,cashmere,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APT™ round wall hung bowl w/o seat; APT™ round PP seat,K-1527926,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,12,catalogue,high,False,,unique,,clean
K-30306IN-7,APT™ Round,APT™ Round,apt-round-wall_hung_toilet,wall_hung_toilet,bathroom,toilets,wall_hung_toilet,True rimless wall hung toilet with Quiet-Close™ UF seat cover in black,,19500.0,INR,True,,,,black,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APT™ round wall hung bowl w/o seat; APT™ round UF seat,K-1527926,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,13,catalogue,high,False,,unique,,clean
K-30306IN-0,APT™ Round,APT™ Round,apt-round-wall_hung_toilet,wall_hung_toilet,bathroom,toilets,wall_hung_toilet,True rimless wall hung toilet with Quiet-Close™ UF seat cover in white,,15500.0,INR,True,,,,white,,,,,,,,,,,,,,,not_specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APT™ round UF seat; APT™ round wall hung bowl w/o seat,K-1527926,,,,False,,,,False,,kohler-india-pricebook-2026-june,KOHLER India Price Book 2026 June Edition,2026,June Edition,13,catalogue,high,False,,unique,,clean
